DRUG_COSMICID,pred_norm_cells_0,pred_norm_cells_1,pred_norm_cells_2,pred_norm_cells_3,pred_norm_cells_4,pred_norm_cells_5,pred_norm_cells_6,pred_norm_cells_7,pred_norm_cells_8,pred_norm_cells_9,param_1,param_2,param_3,param_4
344_910851,1.0,1.0075095952869566,0.9889806047304348,0.9384337905391306,0.7811085687043479,0.5372356067217391,0.2645948601217391,0.08730383619130434,0.00984832236521739,0.009244477017391305,-3.0828164383468573,0.9965283388327827,5.575824784053092,-0.06056531483736093
344_717431,1.0,1.0075095952869566,0.9889806047304348,0.9384337905391306,0.7811085687043479,0.5372356067217391,0.2645948601217391,0.08730383619130434,0.00984832236521739,0.009244477017391305,-3.0828164383468573,0.9965283388327827,5.575824784053092,-0.06056531483736093
344_910925,1.0,1.0075095952869566,0.9889806047304348,0.9384337905391306,0.7811085687043479,0.5372356067217391,0.2645948601217391,0.08730383619130434,0.00984832236521739,0.009244477017391305,-3.0828164383468573,0.9965283388327827,5.575824784053092,-0.06056531483736093
344_908457,1.0,1.0075095952869566,0.9889806047304348,0.9384337905391306,0.7811085687043479,0.5372356067217391,0.2645948601217391,0.08730383619130434,0.00984832236521739,0.009244477017391305,-3.0828164383468573,0.9965283388327827,5.575824784053092,-0.06056531483736093
344_910853,1.0,1.0075095952869566,0.9889806047304348,0.9384337905391306,0.7811085687043479,0.5372356067217391,0.2645948601217391,0.08730383619130434,0.00984832236521739,0.009244477017391305,-3.0828164383468573,0.9965283388327827,5.575824784053092,-0.06056531483736093
344_908123,1.0,1.0075095952869566,0.9889806047304348,0.9384337905391306,0.7811085687043479,0.5372356067217391,0.2645948601217391,0.08730383619130434,0.00984832236521739,0.009244477017391305,-3.0828164383468573,0.9965283388327827,5.575824784053092,-0.06056531483736093
344_905962,1.0,1.0075095952869566,0.9889806047304348,0.9384337905391306,0.7811085687043479,0.5372356067217391,0.2645948601217391,0.08730383619130434,0.00984832236521739,0.009244477017391305,-3.0828164383468573,0.9965283388327827,5.575824784053092,-0.06056531483736093
344_722045,1.0,1.0075095952869566,0.9889806047304348,0.9384337905391306,0.7811085687043479,0.5372356067217391,0.2645948601217391,0.08730383619130434,0.00984832236521739,0.009244477017391305,-3.0828164383468573,0.9965283388327827,5.575824784053092,-0.06056531483736093
344_917486,1.0,1.0075095952869566,0.9889806047304348,0.9384337905391306,0.7811085687043479,0.5372356067217391,0.2645948601217391,0.08730383619130434,0.00984832236521739,0.009244477017391305,-3.0828164383468573,0.9965283388327827,5.575824784053092,-0.06056531483736093
344_906826,1.0,1.0075095952869566,0.9889806047304348,0.9384337905391306,0.7811085687043479,0.5372356067217391,0.2645948601217391,0.08730383619130434,0.00984832236521739,0.009244477017391305,-3.0828164383468573,0.9965283388327827,5.575824784053092,-0.06056531483736093
